path,label
./data/training/n0/n0018.jpg,n0
./data/training/n0/n0019.jpg,n0
./data/training/n0/n0020.jpg,n0
./data/training/n0/n0021.jpg,n0
./data/training/n0/n0022.jpg,n0
./data/training/n0/n0023.jpg,n0
./data/training/n0/n0024.jpg,n0
./data/training/n0/n0025.jpg,n0
./data/training/n0/n0026.jpg,n0
./data/training/n0/n0027.jpg,n0
./data/training/n0/n0028.jpg,n0
./data/training/n0/n0029.jpg,n0
./data/training/n0/n0030.jpg,n0
./data/training/n0/n0031.jpg,n0
./data/training/n0/n0032.jpg,n0
./data/training/n0/n0033.jpg,n0
./data/training/n0/n0034.jpg,n0
./data/training/n0/n0035.jpg,n0
./data/training/n0/n0036.jpg,n0
./data/training/n0/n0037.jpg,n0
./data/training/n0/n0038.jpg,n0
./data/training/n0/n0039.jpg,n0
./data/training/n0/n0040.jpg,n0
./data/training/n0/n0041.jpg,n0
./data/training/n0/n0042.jpg,n0
./data/training/n0/n0043.jpg,n0
./data/training/n0/n0044.jpg,n0
./data/training/n0/n0045.jpg,n0
./data/training/n0/n0046.jpg,n0
./data/training/n0/n0047.jpg,n0
./data/training/n0/n0048.jpg,n0
./data/training/n0/n0049.jpg,n0
./data/training/n0/n0050.jpg,n0
./data/training/n0/n0051.jpg,n0
./data/training/n0/n0052.jpg,n0
./data/training/n0/n0053.jpg,n0
./data/training/n0/n0110.jpg,n0
./data/training/n0/n0111.jpg,n0
./data/training/n0/n0112.jpg,n0
./data/training/n0/n0113.jpg,n0
./data/training/n0/n0114.jpg,n0
./data/training/n0/n0115.jpg,n0
./data/training/n0/n0116.jpg,n0
./data/training/n0/n0117.jpg,n0
./data/training/n0/n0118.jpg,n0
./data/training/n0/n0119.jpg,n0
./data/training/n0/n0120.jpg,n0
./data/training/n0/n0121.jpg,n0
./data/training/n0/n0122.jpg,n0
./data/training/n0/n0123.jpg,n0
./data/training/n0/n0124.jpg,n0
./data/training/n0/n0125.jpg,n0
./data/training/n0/n0126.jpg,n0
./data/training/n0/n0127.jpg,n0
./data/training/n0/n0128.jpg,n0
./data/training/n0/n0129.jpg,n0
./data/training/n0/n0130.jpg,n0
./data/training/n0/n0131.jpg,n0
./data/training/n0/n0132.jpg,n0
./data/training/n0/n0133.jpg,n0
./data/training/n0/n0134.jpg,n0
./data/training/n0/n0135.jpg,n0
./data/training/n0/n0136.jpg,n0
./data/training/n0/n0137.jpg,n0
./data/training/n0/n0138.jpg,n0
./data/training/n0/n0139.jpg,n0
./data/training/n0/n0140.jpg,n0
./data/training/n0/n0141.jpg,n0
./data/training/n0/n0142.jpg,n0
./data/training/n0/n0143.jpg,n0
./data/training/n0/n0144.jpg,n0
./data/training/n0/n0145.jpg,n0
./data/training/n0/n0146.jpg,n0
./data/training/n0/n0147.jpg,n0
./data/training/n0/n0148.jpg,n0
./data/training/n0/n0149.jpg,n0
./data/training/n0/n0150.jpg,n0
./data/training/n0/n0151.jpg,n0
./data/training/n0/n0152.jpg,n0
./data/training/n0/n0153.jpg,n0
./data/training/n0/n0154.jpg,n0
./data/training/n0/n0155.jpg,n0
./data/training/n0/n0156.jpg,n0
./data/training/n0/n0157.jpg,n0
./data/training/n0/n0158.jpg,n0
./data/training/n0/n0159.jpg,n0
./data/training/n0/n0160.jpg,n0
./data/training/n0/n0161.jpg,n0
./data/training/n0/n0162.jpg,n0
./data/training/n0/n0163.jpg,n0
./data/training/n0/n0164.jpg,n0
./data/training/n0/n0165.jpg,n0
./data/training/n0/n0166.jpg,n0
./data/training/n0/n0167.jpg,n0
./data/training/n0/n0168.jpg,n0
